"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
365.005311,"C9H20O7S2P2","CHOSP","Other",2.22,0.78,-4.3333,-0.2222,9,20,7,0,2,2
365.0126453,"C12H18O3N2S4","CHONS","Lipid",1.5,0.25,-0.5556,0.1667,12,18,3,2,4,0
365.0150339,"C15H10O11","CHO","ConHC",0.67,0.73,0.5789,0.8,15,10,11,0,0,0
365.015284,"C15H10O11","CHO","ConHC",0.67,0.73,0.5789,0.8,15,10,11,0,0,0
365.0302777,"C19H10O8","CHO","ConHC",0.53,0.42,0.7333,0.3158,19,10,8,0,0,0
365.0305365,"C19H10O8","CHO","ConHC",0.53,0.42,0.7333,0.3158,19,10,8,0,0,0
365.033307,"C18H11O5N2P1","CHONP","ConHC",0.61,0.28,0.76,0.2778,18,11,5,2,0,1
365.0361093,"C12H14O13","CHO","Tannin",1.17,1.08,-0.0909,1,12,14,13,0,0,0
365.040654,"C20H15O3S1P1","CHOSP","ConHC",0.75,0.15,0.6364,-0.35,20,15,3,0,1,1
365.0489823,"C20H14O5S1","CHOS","ConHC",0.7,0.25,0.6364,-0.1,20,14,5,0,1,0
365.049185,"C20H14O5S1","CHOS","ConHC",0.7,0.25,0.6364,-0.1,20,14,5,0,1,0
365.0513907,"C16H14O10","CHO","Lignin",0.88,0.62,0.4545,0.375,16,14,10,0,0,0
365.062696,"C15H14O9N2","CHON","Lignin",0.93,0.6,0.4118,0.6667,15,14,9,2,0,0
365.0666478,"C20H14O7","CHO","ConHC",0.7,0.35,0.6364,0,20,14,7,0,0,0
365.0668835,"C20H14O7","CHO","ConHC",0.7,0.35,0.6364,0,20,14,7,0,0,0
365.0725226,"C13H18O12","CHO","Tannin",1.38,0.92,-0.1429,0.4615,13,18,12,0,0,0
365.0855419,"C10H23O12P1","CHOP","Other",2.3,1.2,-2.3333,0.1,10,23,12,0,0,1
365.0878226,"C17H18O9","CHO","Lignin",1.06,0.53,0.36,0,17,18,9,0,0,0
365.0990158,"C16H18O8N2","CHON","Lignin",1.12,0.5,0.3,0.25,16,18,8,2,0,0
365.100719,"C14H23O9P1","CHOP","AminoSugar",1.64,0.64,-0.1765,-0.3571,14,23,9,0,0,1
365.103055,"C21H18O6","CHO","Lignin",0.86,0.29,0.5556,-0.2857,21,18,6,0,0,0
365.103336,"C21H18O6","CHO","Lignin",0.86,0.29,0.5556,-0.2857,21,18,6,0,0,0
365.1089465,"C14H22O11","CHO","Carb",1.57,0.79,-0.1765,0,14,22,11,0,0,0
365.12017,"C13H22O10N2","CHON","Carb",1.69,0.77,-0.5,0.3077,13,22,10,2,0,0
365.1241725,"C18H22O8","CHO","Lignin",1.22,0.44,0.2857,-0.3333,18,22,8,0,0,0
365.1353755,"C17H22O7N2","CHON","Lignin",1.29,0.41,0.2174,-0.1176,17,22,7,2,0,0
365.137137,"C15H27O8P1","CHOP","Protein",1.8,0.53,-0.2,-0.7333,15,27,8,0,0,1
365.1394299,"C22H22O5","CHO","Lignin",1,0.23,0.4872,-0.5455,22,22,5,0,0,0
365.1453302,"C15H26O10","CHO","AminoSugar",1.73,0.67,-0.2,-0.4,15,26,10,0,0,0
365.155643,"C16H31O5S1P1","CHOSP","Protein",1.94,0.31,-0.2174,-1.1875,16,31,5,0,1,1
365.1566039,"C14H26O9N2","CHON","AminoSugar",1.86,0.64,-0.4667,-0.1429,14,26,9,2,0,0
365.1605896,"C19H26O7","CHO","Lignin",1.37,0.37,0.2258,-0.6316,19,26,7,0,0,0
365.16398,"C16H30O7S1","CHOS","Protein",1.88,0.44,-0.2174,-0.875,16,30,7,0,1,0
365.1758409,"C23H26O4","CHO","Lignin",1.13,0.17,0.4286,-0.7826,23,26,4,0,0,0
365.1816684,"C16H30O9","CHO","AminoSugar",1.88,0.56,-0.2174,-0.75,16,30,9,0,0,0
365.1969506,"C20H30O6","CHO","Protein",1.5,0.3,0.1765,-0.9,20,30,6,0,0,0
365.229292,"C16H34O7N2","CHON","Protein",2.12,0.44,-0.4286,-0.875,16,34,7,2,0,0
365.2333671,"C21H34O5","CHO","Lipid",1.62,0.24,0.1351,-1.1429,21,34,5,0,0,0
365.2697259,"C22H38O4","CHO","Lipid",1.73,0.18,0.1,-1.3636,22,38,4,0,0,0
365.3061605,"C23H42O3","CHO","Lipid",1.83,0.13,0.0698,-1.5652,23,42,3,0,0,0
365.3425016,"C24H46O2","CHO","Lipid",1.92,0.08,0.0435,-1.75,24,46,2,0,0,0
365.935791,"C17H5O3N1S3","CHONS","ConHC",0.29,0.18,0.913,0.5882,17,5,3,1,3,0
365.989186,"C17H5O9N1","CHON","ConHC",0.29,0.53,0.913,0.9412,17,5,9,1,0,0
366.0229695,"C22H9O3N1S1","CHONS","ConHC",0.41,0.14,0.8378,0.0909,22,9,3,1,1,0
366.0255543,"C18H9O8N1","CHON","ConHC",0.5,0.44,0.7692,0.5556,18,9,8,1,0,0
366.033497,"C12H19O6N1S1P2","CHONSP","Protein",1.58,0.5,-0.4,-0.1667,12,19,6,1,1,2
366.0410705,"C22H9O5N1","CHON","ConHC",0.41,0.23,0.8378,0.1818,22,9,5,1,0,0
366.046694,"C15H13O10N1","CHON","Tannin",0.87,0.67,0.4444,0.6667,15,13,10,1,0,0
366.046885,"C15H13O10N1","CHON","Tannin",0.87,0.67,0.4444,0.6667,15,13,10,1,0,0
366.05949,"C12H18O10N1P1","CHONP","Carb",1.5,0.83,-0.4,0.4167,12,18,10,1,0,1
366.0830389,"C16H17O9N1","CHON","Lignin",1.06,0.56,0.3333,0.25,16,17,9,1,0,0
366.0942147,"C15H17O8N3","CHON","Lignin",1.13,0.53,0.25,0.5333,15,17,8,3,0,0
366.1042108,"C13H21O11N1","CHON","Carb",1.62,0.85,-0.3846,0.3077,13,21,11,1,0,0
366.1154555,"C12H21O10N3","CHON","Carb",1.75,0.83,-1,0.6667,12,21,10,3,0,0
366.1194052,"C17H21O8N1","CHON","Lignin",1.24,0.47,0.25,-0.1176,17,21,8,1,0,0
366.1307171,"C16H21O7N3","CHON","Lignin",1.31,0.44,0.1579,0.125,16,21,7,3,0,0
366.1406227,"C14H25O10N1","CHON","Carb",1.79,0.71,-0.375,-0.1429,14,25,10,1,0,0
366.150874,"C15H30O5N1S1P1","CHONSP","Protein",2,0.33,-0.3684,-1,15,30,5,1,1,1
366.15188,"C13H25O9N3","CHON","AminoSugar",1.92,0.69,-0.8182,0.1538,13,25,9,3,0,0
366.1558394,"C18H25O7N1","CHON","Lignin",1.39,0.39,0.1852,-0.4444,18,25,7,1,0,0
366.167093,"C17H25O6N3","CHON","Lignin",1.47,0.35,0.0909,-0.2353,17,25,6,3,0,0
366.1769727,"C15H29O9N1","CHON","AminoSugar",1.93,0.6,-0.3684,-0.5333,15,29,9,1,0,0
366.192174,"C19H29O6N1","CHON","Protein",1.53,0.32,0.1333,-0.7368,19,29,6,1,0,0
366.2398612,"C19H33O4N3","CHON","Lipid",1.74,0.21,0,-0.8421,19,33,4,3,0,0
366.883653,"C9H8O2N2S6","CHONS","Lignin",0.89,0.22,-Inf,1.5556,9,8,2,2,6,0
366.9021293,"C17H4O2S4","CHOS","ConHC",0.24,0.12,0.9167,0.4706,17,4,2,0,4,0
366.963364,"C11H14O6S2P2","CHOSP","Lignin",1.27,0.55,-0.25,0.1818,11,14,6,0,2,2
366.966666,"C16H4O7N2S1","CHONS","ConHC",0.25,0.44,1,1.125,16,4,7,2,1,0
366.9942688,"C14H8O12","CHO","ConHC",0.57,0.86,0.625,1.1429,14,8,12,0,0,0
367.00056,"C21H8O1N2S2","CHONS","ConHC",0.38,0.05,0.8788,0.1905,21,8,1,2,2,0
367.0071183,"C22H8O4S1","CHOS","ConHC",0.36,0.18,0.8421,0.0909,22,8,4,0,1,0
367.007313,"C15H16O1N2S4","CHONS","UnsatHC",1.07,0.07,0.2941,0,15,16,1,2,4,0
367.009517,"C18H8O9","CHO","ConHC",0.44,0.5,0.7778,0.5556,18,8,9,0,0,0
367.009761,"C18H8O9","CHO","ConHC",0.44,0.5,0.7778,0.5556,18,8,9,0,0,0
367.019872,"C19H13O4S1P1","CHOSP","ConHC",0.68,0.21,0.6667,-0.1579,19,13,4,0,1,1
367.028281,"C19H12O6S1","CHOS","ConHC",0.63,0.32,0.6667,0.1053,19,12,6,0,1,0
367.0306796,"C15H12O11","CHO","Tannin",0.8,0.73,0.4737,0.6667,15,12,11,0,0,0
367.030868,"C15H12O11","CHO","Tannin",0.8,0.73,0.4737,0.6667,15,12,11,0,0,0
367.0459505,"C19H12O8","CHO","ConHC",0.63,0.42,0.6667,0.2105,19,12,8,0,0,0
367.046145,"C19H12O8","CHO","ConHC",0.63,0.42,0.6667,0.2105,19,12,8,0,0,0
367.048912,"C18H13O5N2P1","CHONP","ConHC",0.72,0.28,0.68,0.1667,18,13,5,2,0,1
367.051834,"C12H16O13","CHO","Tannin",1.33,1.08,-0.2727,0.8333,12,16,13,0,0,0
367.0648438,"C20H16O5S1","CHOS","Lignin",0.8,0.25,0.5758,-0.2,20,16,5,0,1,0
367.0670999,"C16H16O10","CHO","Lignin",1,0.62,0.3636,0.25,16,16,10,0,0,0
367.0783381,"C15H16O9N2","CHON","Lignin",1.07,0.6,0.2941,0.5333,15,16,9,2,0,0
367.079846,"C24H16O2S1","CHOS","ConHC",0.67,0.08,0.6818,-0.4167,24,16,2,0,1,0
367.0823303,"C20H16O7","CHO","Lignin",0.8,0.35,0.5758,-0.1,20,16,7,0,0,0
367.0881962,"C13H20O12","CHO","Carb",1.54,0.92,-0.2857,0.3077,13,20,12,0,0,0
367.1012683,"C14H28O1N2S4","CHONS","Lipid",2,0.07,-0.6,-0.8571,14,28,1,2,4,0
367.1034622,"C17H20O9","CHO","Lignin",1.18,0.53,0.28,-0.1176,17,20,9,0,0,0
367.113926,"C18H25O4S1P1","CHOSP","Lignin",1.39,0.22,0.2143,-0.8333,18,25,4,0,1,1
367.1147484,"C16H20O8N2","CHON","Lignin",1.25,0.5,0.2,0.125,16,20,8,2,0,0
367.1220411,"C18H24O6S1","CHOS","Lignin",1.33,0.33,0.2143,-0.5556,18,24,6,0,1,0
367.1245798,"C14H24O11","CHO","Carb",1.71,0.79,-0.2941,-0.1429,14,24,11,0,0,0
367.125438,"C15H28O6S2","CHOS","Protein",1.87,0.4,-0.3,-0.8,15,28,6,0,2,0
367.135043,"C15H29O6S1P1","CHOSP","Protein",1.93,0.4,-0.3,-1,15,29,6,0,1,1
367.1359034,"C13H24O10N2","CHON","Carb",1.85,0.77,-0.6667,0.1538,13,24,10,2,0,0
367.1398762,"C18H24O8","CHO","Lignin",1.33,0.44,0.2143,-0.4444,18,24,8,0,0,0
367.152748,"C15H29O8P1","CHOP","Protein",1.93,0.53,-0.3,-0.8667,15,29,8,0,0,1
367.155347,"C22H24O5","CHO","Lignin",1.09,0.23,0.4359,-0.6364,22,24,5,0,0,0
367.1583604,"C19H28O5S1","CHOS","Lignin",1.47,0.26,0.1613,-0.8421,19,28,5,0,1,0
367.1609581,"C15H28O10","CHO","AminoSugar",1.87,0.67,-0.3,-0.5333,15,28,10,0,0,0
367.166325,"C21H24O4N2","CHON","Lignin",1.14,0.19,0.4118,-0.4762,21,24,4,2,0,0
367.1722032,"C14H28O9N2","CHON","AminoSugar",2,0.64,-0.6,-0.2857,14,28,9,2,0,0
367.1762107,"C19H28O7","CHO","Lignin",1.47,0.37,0.1613,-0.7368,19,28,7,0,0,0
367.1914782,"C23H28O4","CHO","Lignin",1.22,0.17,0.381,-0.8696,23,28,4,0,0,0
367.1973854,"C16H32O9","CHO","AminoSugar",2,0.56,-0.3043,-0.875,16,32,9,0,0,0
367.21263,"C20H32O6","CHO","Protein",1.6,0.3,0.1176,-1,20,32,6,0,0,0
367.2159469,"C17H36O6S1","CHOS","Protein",2.12,0.35,-0.3077,-1.2941,17,36,6,0,1,0
367.2278885,"C24H32O3","CHO","Lignin",1.33,0.12,0.3333,-1.0833,24,32,3,0,0,0
367.2311693,"C21H36O3S1","CHOS","Lipid",1.71,0.14,0.0811,-1.3333,21,36,3,0,1,0
367.2489339,"C21H36O5","CHO","Lipid",1.71,0.24,0.0811,-1.2381,21,36,5,0,0,0
367.2853999,"C22H40O4","CHO","Lipid",1.82,0.18,0.05,-1.4545,22,40,4,0,0,0
367.3217162,"C23H44O3","CHO","Lipid",1.91,0.13,0.0233,-1.6522,23,44,3,0,0,0
367.3581474,"C24H48O2","CHO","Lipid",2,0.08,0,-1.8333,24,48,2,0,0,0
367.936674,"C12H5O9N1P2","CHONP","ConHC",0.42,0.75,1,1.3333,12,5,9,1,0,2
368.0259957,"C14H11O11N1","CHON","ConHC",0.79,0.79,0.4667,1,14,11,11,1,0,0
368.0411379,"C18H11O8N1","CHON","ConHC",0.61,0.44,0.6923,0.4444,18,11,8,1,0,0
368.041414,"C11H19O5N3S3","CHONS","Protein",1.73,0.45,-1.8,0.5455,11,19,5,3,3,0
368.0491655,"C12H21O6N1S1P2","CHONSP","Protein",1.75,0.5,-0.6,-0.3333,12,21,6,1,1,2
368.0623474,"C15H15O10N1","CHON","Tannin",1,0.67,0.3333,0.5333,15,15,10,1,0,0
368.0735415,"C14H15O9N3","CHON","Lignin",1.07,0.64,0.2308,0.8571,14,15,9,3,0,0
368.077486,"C19H15O7N1","CHON","ConHC",0.79,0.37,0.5862,0.1053,19,15,7,1,0,0
368.0777018,"C12H23O4N3S3","CHONS","Protein",1.92,0.33,-1.25,0,12,23,4,3,3,0
368.08059,"C18H16O4N3P1","CHONP","Lignin",0.89,0.22,0.5833,0.0556,18,16,4,3,0,1
368.0987063,"C16H19O9N1","CHON","Lignin",1.19,0.56,0.2381,0.125,16,19,9,1,0,0
368.10991,"C15H19O8N3","CHON","Lignin",1.27,0.53,0.125,0.4,15,19,8,3,0,0
368.1198391,"C13H23O11N1","CHON","Carb",1.77,0.85,-0.5385,0.1538,13,23,11,1,0,0
368.130305,"C14H28O6N1S1P1","CHONSP","Protein",2,0.43,-0.5,-0.7857,14,28,6,1,1,1
368.131072,"C12H23O10N3","CHON","Carb",1.92,0.83,-1.25,0.5,12,23,10,3,0,0
368.1350866,"C17H23O8N1","CHON","Lignin",1.35,0.47,0.1667,-0.2353,17,23,8,1,0,0
368.146328,"C16H23O7N3","CHON","Lignin",1.44,0.44,0.0526,0,16,23,7,3,0,0
368.1562149,"C14H27O10N1","CHON","Carb",1.93,0.71,-0.5,-0.2857,14,27,10,1,0,0
368.1714915,"C18H27O7N1","CHON","Protein",1.5,0.39,0.1111,-0.5556,18,27,7,1,0,0
368.1925037,"C15H31O9N1","CHON","AminoSugar",2.07,0.6,-0.4737,-0.6667,15,31,9,1,0,0
368.207936,"C19H31O6N1","CHON","Protein",1.63,0.32,0.0667,-0.8421,19,31,6,1,0,0
368.240294,"C15H35O7N3","CHON","Other",2.33,0.47,-0.7647,-0.8,15,35,7,3,0,0
368.2443445,"C20H35O5N1","CHON","Lipid",1.75,0.25,0.0303,-1.1,20,35,5,1,0,0
368.317004,"C22H43O3N1","CHON","Lipid",1.95,0.14,-0.0256,-1.5455,22,43,3,1,0,0
368.9177953,"C17H6O2S4","CHOS","ConHC",0.35,0.12,0.8333,0.3529,17,6,2,0,4,0
368.920016,"C15H3O4N2S2P1","CHONSP","ConHC",0.2,0.27,1.125,1,15,3,4,2,2,1
368.95331,"C17H6O6S2","CHOS","ConHC",0.35,0.35,0.8333,0.5882,17,6,6,0,2,0
368.986349,"C21H6O5S1","CHOS","ConHC",0.29,0.24,0.8857,0.2857,21,6,5,0,1,0
368.988791,"C17H6O10","CHO","ConHC",0.35,0.59,0.8333,0.8235,17,6,10,0,0,0
368.989072,"C10H14O7N2S3","CHONS","Tannin",1.4,0.7,-2.3333,1.2,10,14,7,2,3,0
368.992261,"C14H10O10S1","CHOS","ConHC",0.71,0.71,0.5,0.8571,14,10,10,0,1,0
369.0099408,"C14H10O12","CHO","ConHC",0.71,0.86,0.5,1,14,10,12,0,0,0
369.016294,"C10H15O9N2S1P1","CHONSP","Carb",1.5,0.9,-2.3333,1.1,10,15,9,2,1,1
369.0227615,"C22H10O4S1","CHOS","ConHC",0.45,0.18,0.7895,0,22,10,4,0,1,0
369.0252039,"C18H10O9","CHO","ConHC",0.56,0.5,0.7037,0.4444,18,10,9,0,0,0
369.025438,"C18H10O9","CHO","ConHC",0.56,0.5,0.7037,0.4444,18,10,9,0,0,0
369.0463272,"C15H14O11","CHO","Tannin",0.93,0.73,0.3684,0.5333,15,14,11,0,0,0
369.0615798,"C19H14O8","CHO","ConHC",0.74,0.42,0.6,0.1053,19,14,8,0,0,0
369.061802,"C19H14O8","CHO","ConHC",0.74,0.42,0.6,0.1053,19,14,8,0,0,0
369.0674728,"C12H18O13","CHO","Other",1.5,1.08,-0.4545,0.6667,12,18,13,0,0,0
369.0827318,"C16H18O10","CHO","Lignin",1.12,0.62,0.2727,0.125,16,18,10,0,0,0
369.0939332,"C15H18O9N2","CHON","Lignin",1.2,0.6,0.1765,0.4,15,18,9,2,0,0
369.095606,"C13H23O10P1","CHOP","Carb",1.77,0.77,-0.4286,-0.2308,13,23,10,0,0,1
369.0979665,"C20H18O7","CHO","Lignin",0.9,0.35,0.5152,-0.2,20,18,7,0,0,0
369.098166,"C20H18O7","CHO","Lignin",0.9,0.35,0.5152,-0.2,20,18,7,0,0,0
369.1038306,"C13H22O12","CHO","Carb",1.69,0.92,-0.4286,0.1538,13,22,12,0,0,0
369.116795,"C14H30O1N2S4","CHONS","Lipid",2.14,0.07,-0.7333,-1,14,30,1,2,4,0
369.1190779,"C17H22O9","CHO","Lignin",1.29,0.53,0.2,-0.2353,17,22,9,0,0,0
369.1303437,"C16H22O8N2","CHON","Lignin",1.38,0.5,0.1,0,16,22,8,2,0,0
369.132022,"C14H27O9P1","CHOP","AminoSugar",1.93,0.64,-0.4118,-0.6429,14,27,9,0,0,1
369.1345805,"C21H22O6","CHO","Lignin",1.05,0.29,0.4444,-0.4762,21,22,6,0,0,0
369.1377091,"C18H26O6S1","CHOS","Lignin",1.44,0.33,0.1429,-0.6667,18,26,6,0,1,0
369.1402284,"C14H26O11","CHO","Carb",1.86,0.79,-0.4118,-0.2857,14,26,11,0,0,0
369.1515067,"C13H26O10N2","CHON","Carb",2,0.77,-0.8333,0,13,26,10,2,0,0
369.1554962,"C18H26O8","CHO","Lignin",1.44,0.44,0.1429,-0.5556,18,26,8,0,0,0
369.170756,"C22H26O5","CHO","Lignin",1.18,0.23,0.3846,-0.7273,22,26,5,0,0,0
369.171048,"C22H26O5","CHO","Lignin",1.18,0.23,0.3846,-0.7273,22,26,5,0,0,0
369.1740627,"C19H30O5S1","CHOS","Lipid",1.58,0.26,0.0968,-0.9474,19,30,5,0,1,0
369.1766236,"C15H30O10","CHO","AminoSugar",2,0.67,-0.4,-0.6667,15,30,10,0,0,0
369.183642,"C19H31O5P1","CHOP","Lipid",1.63,0.26,0.0968,-1.1053,19,31,5,0,0,1
369.1878103,"C14H30O9N2","CHON","AminoSugar",2.14,0.64,-0.7333,-0.4286,14,30,9,2,0,0
369.19185,"C19H30O7","CHO","Protein",1.58,0.37,0.0968,-0.8421,19,30,7,0,0,0
369.207111,"C23H30O4","CHO","Lignin",1.3,0.17,0.3333,-0.9565,23,30,4,0,0,0
369.213061,"C16H34O9","CHO","AminoSugar",2.12,0.56,-0.3913,-1,16,34,9,0,0,0
369.2282728,"C20H34O6","CHO","Protein",1.7,0.3,0.0588,-1.1,20,34,6,0,0,0
369.2435281,"C24H34O3","CHO","Lignin",1.42,0.12,0.2889,-1.1667,24,34,3,0,0,0
369.2646371,"C21H38O5","CHO","Lipid",1.81,0.24,0.027,-1.3333,21,38,5,0,0,0
369.301037,"C22H42O4","CHO","Lipid",1.91,0.18,0,-1.5455,22,42,4,0,0,0
369.3374074,"C23H46O3","CHO","Lipid",2,0.13,-0.0233,-1.7391,23,46,3,0,0,0
370.0205239,"C17H9O9N1","CHON","ConHC",0.53,0.53,0.7391,0.7059,17,9,9,1,0,0
370.021356,"C18H13O4N1S2","CHONS","ConHC",0.72,0.22,0.6154,0.1111,18,13,4,1,2,0
370.0415453,"C14H13O11N1","CHON","Tannin",0.93,0.79,0.3333,0.8571,14,13,11,1,0,0
370.0568151,"C18H13O8N1","CHON","ConHC",0.72,0.44,0.6154,0.3333,18,13,8,1,0,0
370.0779711,"C15H17O10N1","CHON","Tannin",1.13,0.67,0.2222,0.4,15,17,10,1,0,0
370.089231,"C14H17O9N3","CHON","Lignin",1.21,0.64,0.0769,0.7143,14,17,9,3,0,0
370.0933355,"C19H17O7N1","CHON","Lignin",0.89,0.37,0.5172,0,19,17,7,1,0,0
370.1142733,"C16H21O9N1","CHON","Lignin",1.31,0.56,0.1429,0,16,21,9,1,0,0
370.1255454,"C15H21O8N3","CHON","Lignin",1.4,0.53,0,0.2667,15,21,8,3,0,0
370.146817,"C12H25O10N3","CHON","Carb",2.08,0.83,-1.5,0.3333,12,25,10,3,0,0
370.1506487,"C17H25O8N1","CHON","Lignin",1.47,0.47,0.0833,-0.3529,17,25,8,1,0,0
370.153626,"C16H26O5N3P1","CHONP","Protein",1.62,0.31,-0.0526,-0.4375,16,26,5,3,0,1
370.162066,"C16H25O7N3","CHON","Protein",1.56,0.44,-0.0526,-0.125,16,25,7,3,0,0
370.1719517,"C14H29O10N1","CHON","Carb",2.07,0.71,-0.625,-0.4286,14,29,10,1,0,0
370.1871775,"C18H29O7N1","CHON","Protein",1.61,0.39,0.037,-0.6667,18,29,7,1,0,0
370.223447,"C19H33O6N1","CHON","Protein",1.74,0.32,0,-0.9474,19,33,6,1,0,0
370.2599528,"C20H37O5N1","CHON","Lipid",1.85,0.25,-0.0303,-1.2,20,37,5,1,0,0
370.296195,"C21H41O4N1","CHON","Lipid",1.95,0.19,-0.0556,-1.4286,21,41,4,1,0,0
370.917226,"C12H4O10S2","CHOS","ConHC",0.33,0.83,0.8,1.6667,12,4,10,0,2,0
370.986679,"C17H8O8S1","CHOS","ConHC",0.47,0.47,0.75,0.5882,17,8,8,0,1,0
371.0020432,"C21H8O5S1","CHOS","ConHC",0.38,0.24,0.8286,0.1905,21,8,5,0,1,0
371.0044183,"C17H8O10","CHO","ConHC",0.47,0.59,0.75,0.7059,17,8,10,0,0,0
371.004668,"C17H8O10","CHO","ConHC",0.47,0.59,0.75,0.7059,17,8,10,0,0,0
371.025567,"C14H12O12","CHO","Tannin",0.86,0.86,0.375,0.8571,14,12,12,0,0,0
371.0265035,"C15H16O7S2","CHOS","Lignin",1.07,0.47,0.2632,0.1333,15,16,7,0,2,0
371.0384256,"C11H17O12P1","CHOP","Other",1.55,1.09,-0.75,0.6364,11,17,12,0,0,1
371.0408522,"C18H12O9","CHO","ConHC",0.67,0.5,0.6296,0.3333,18,12,9,0,0,0
371.0410695,"C18H12O9","CHO","ConHC",0.67,0.5,0.6296,0.3333,18,12,9,0,0,0
371.05215,"C17H12O8N2","CHON","ConHC",0.71,0.47,0.6364,0.5882,17,12,8,2,0,0
371.0530423,"C18H16O3N2S2","CHONS","Lignin",0.89,0.17,0.52,0,18,16,3,2,2,0
371.056222,"C22H12O6","CHO","ConHC",0.55,0.27,0.7368,0,22,12,6,0,0,0
371.0619943,"C15H16O11","CHO","Tannin",1.07,0.73,0.2632,0.4,15,16,11,0,0,0
371.0659433,"C15H21O3N2S2P1","CHONSP","Lignin",1.4,0.2,0.0588,-0.3333,15,21,3,2,2,1
371.0662073,"C13H24O6S3","CHOS","Protein",1.85,0.46,-0.5714,-0.4615,13,24,6,0,3,0
371.0732227,"C14H16O10N2","CHON","Tannin",1.14,0.71,0.1429,0.7143,14,16,10,2,0,0
371.074845,"C12H21O11P1","CHOP","Carb",1.75,0.92,-0.6364,0.0833,12,21,11,0,0,1
371.0772292,"C19H16O8","CHO","Lignin",0.84,0.42,0.5333,0,19,16,8,0,0,0
371.0774708,"C19H16O8","CHO","Lignin",0.84,0.42,0.5333,0,19,16,8,0,0,0
371.081846,"C16H22O6P2","CHOP","Lignin",1.38,0.38,0.1818,-0.625,16,22,6,0,0,2
371.0830954,"C12H20O13","CHO","Other",1.67,1.08,-0.6364,0.5,12,20,13,0,0,0
371.093536,"C13H25O8S1P1","CHOSP","AminoSugar",1.92,0.62,-0.5714,-0.5385,13,25,8,0,1,1
371.098343,"C16H20O10","CHO","Lignin",1.25,0.62,0.1818,0,16,20,10,0,0,0
371.101752,"C13H24O10S1","CHOS","Carb",1.85,0.77,-0.5714,-0.1538,13,24,10,0,1,0
371.1095854,"C15H20O9N2","CHON","Lignin",1.33,0.6,0.0588,0.2667,15,20,9,2,0,0
371.111129,"C24H20O2S1","CHOS","UnsatHC",0.83,0.08,0.5909,-0.5833,24,20,2,0,1,0
371.111337,"C13H25O10P1","CHOP","Carb",1.92,0.77,-0.5714,-0.3846,13,25,10,0,0,1
371.1136105,"C20H20O7","CHO","Lignin",1,0.35,0.4545,-0.3,20,20,7,0,0,0
371.113888,"C20H20O7","CHO","Lignin",1,0.35,0.4545,-0.3,20,20,7,0,0,0
371.117039,"C17H24O7S1","CHOS","Lignin",1.41,0.41,0.12,-0.4706,17,24,7,0,1,0
371.1194698,"C13H24O12","CHO","Carb",1.85,0.92,-0.5714,0,13,24,12,0,0,0
371.130776,"C12H24O11N2","CHON","Carb",2,0.92,-1.2222,0.3333,12,24,11,2,0,0
371.1347775,"C17H24O9","CHO","Lignin",1.41,0.53,0.12,-0.3529,17,24,9,0,0,0
371.146064,"C16H24O8N2","CHON","Protein",1.5,0.5,0,-0.125,16,24,8,2,0,0
371.1500317,"C21H24O6","CHO","Lignin",1.14,0.29,0.3889,-0.5714,21,24,6,0,0,0
371.1533464,"C18H28O6S1","CHOS","Protein",1.56,0.33,0.0714,-0.7778,18,28,6,0,1,0
371.1558865,"C14H28O11","CHO","Carb",2,0.79,-0.5294,-0.4286,14,28,11,0,0,0
371.1567685,"C15H32O6S2","CHOS","Protein",2.13,0.4,-0.5,-1.0667,15,32,6,0,2,0
371.167099,"C13H28O10N2","CHON","Carb",2.15,0.77,-1,-0.1538,13,28,10,2,0,0
371.1711242,"C18H28O8","CHO","Protein",1.56,0.44,0.0714,-0.6667,18,28,8,0,0,0
371.1863709,"C22H28O5","CHO","Lignin",1.27,0.23,0.3333,-0.8182,22,28,5,0,0,0
371.189781,"C19H32O5S1","CHOS","Lipid",1.68,0.26,0.0323,-1.0526,19,32,5,0,1,0
371.1923043,"C15H32O10","CHO","AminoSugar",2.13,0.67,-0.5,-0.8,15,32,10,0,0,0
371.205095,"C23H32O2S1","CHOS","UnsatHC",1.39,0.09,0.2857,-1.1304,23,32,2,0,1,0
371.2075516,"C19H32O7","CHO","Protein",1.68,0.37,0.0323,-0.9474,19,32,7,0,0,0
371.2228121,"C23H32O4","CHO","Lignin",1.39,0.17,0.2857,-1.0435,23,32,4,0,0,0
371.2439278,"C20H36O6","CHO","Protein",1.8,0.3,0,-1.2,20,36,6,0,0,0
371.2591299,"C24H36O3","CHO","Lipid",1.5,0.12,0.2444,-1.25,24,36,3,0,0,0
371.2803259,"C21H40O5","CHO","Lipid",1.9,0.24,-0.027,-1.4286,21,40,5,0,0,0
371.3166775,"C22H44O4","CHO","Lipid",2,0.18,-0.05,-1.6364,22,44,4,0,0,0
371.932093,"C13H11O2N1S5","CHONS","Lignin",0.85,0.15,0.3333,0.4615,13,11,2,1,5,0
372.020929,"C13H11O12N1","CHON","Tannin",0.85,0.92,0.3333,1.2308,13,11,12,1,0,0
372.0360798,"C17H11O9N1","CHON","ConHC",0.65,0.53,0.6522,0.5882,17,11,9,1,0,0
372.048953,"C14H16O9N1P1","CHONP","Lignin",1.14,0.64,0.2,0.3571,14,16,9,1,0,1
