"Mass","formula","El_comp","HC","OC","AImod","NOSC","C","H","O","N","S","P","Class"
379.1429424,"C18H25O5N2P1","CHONP",1.39,0.28,0.2,-0.5,18,25,5,2,0,1,"unsaturated/lignin"
379.146112,"C15H29O5N2S1P1","CHONSP",1.93,0.33,-0.4118,-0.7333,15,29,5,2,1,1,"aliphatic"
379.1528055,"C16H29O8P1","CHOP",1.81,0.5,-0.1818,-0.8125,16,29,8,0,0,1,"aliphatic"
379.1550632,"C23H24O5","CHO",1.04,0.22,0.4634,-0.6087,23,24,5,0,0,0,"unsaturated/lignin"
379.1609475,"C16H28O10","CHO",1.75,0.62,-0.1818,-0.5,16,28,10,0,0,0,"aliphatic"
379.171361,"C17H33O5S1P1","CHOSP",1.94,0.29,-0.2,-1.2353,17,33,5,0,1,1,"aliphatic"
379.172263,"C15H28O9N2","CHON",1.87,0.6,-0.4118,-0.2667,15,28,9,2,0,0,"aliphatic"
379.1761911,"C20H28O7","CHO",1.4,0.35,0.2121,-0.7,20,28,7,0,0,0,"unsaturated/lignin"
379.191485,"C24H28O4","CHO",1.17,0.17,0.4091,-0.8333,24,28,4,0,0,0,"unsaturated/lignin"
379.197346,"C17H32O9","CHO",1.88,0.53,-0.2,-0.8235,17,32,9,0,0,0,"aliphatic"
379.208596,"C16H32O8N2","CHON",2,0.5,-0.4,-0.625,16,32,8,2,0,0,"aliphatic"
379.212614,"C21H32O6","CHO",1.52,0.29,0.1667,-0.9524,21,32,6,0,0,0,"aliphatic"
379.21599,"C18H36O6S1","CHOS",2,0.33,-0.2143,-1.2222,18,36,6,0,1,0,"aliphatic"
379.225524,"C18H37O6P1","CHOP",2.06,0.33,-0.2143,-1.3889,18,37,6,0,0,1,"aliphatic"
379.2336565,"C18H36O8","CHO",2,0.44,-0.2143,-1.1111,18,36,8,0,0,0,"aliphatic"
379.2489828,"C22H36O5","CHO",1.64,0.23,0.1282,-1.1818,22,36,5,0,0,0,"aliphatic"
379.252305,"C19H40O5S1","CHOS",2.11,0.26,-0.2258,-1.4737,19,40,5,0,1,0,"aliphatic"
379.2854185,"C23H40O4","CHO",1.74,0.17,0.0952,-1.3913,23,40,4,0,0,0,"aliphatic"
379.3217368,"C24H44O3","CHO",1.83,0.12,0.0667,-1.5833,24,44,3,0,0,0,"aliphatic"
379.3581262,"C25H48O2","CHO",1.92,0.08,0.0417,-1.76,25,48,2,0,0,0,"aliphatic"
379.972547,"C15H11O5N1S3","CHONS",0.73,0.33,0.5294,0.5333,15,11,5,1,3,0,"aromatic"
380.017652,"C15H12O9N1P1","CHONP",0.8,0.6,0.5294,0.6,15,12,9,1,0,1,"aromatic"
380.025877,"C15H11O11N1","CHON",0.73,0.73,0.5294,0.9333,15,11,11,1,0,0,"aromatic"
380.041305,"C12H19O5N3S3","CHONS",1.58,0.42,-1,0.5,12,19,5,3,3,0,"aliphatic"
380.053997,"C16H16O8N1P1","CHONP",1,0.5,0.4,0.1875,16,16,8,1,0,1,"unsaturated/lignin"
380.056751,"C16H19O2N3S3","CHONS",1.19,0.12,0.2222,0,16,19,2,3,3,0,"unsaturated/lignin"
380.0623012,"C16H15O10N1","CHON",0.94,0.62,0.4,0.5,16,15,10,1,0,0,"unsaturated/lignin"
380.062581,"C16H15O10N1","CHON",0.94,0.62,0.4,0.5,16,15,10,1,0,0,"unsaturated/lignin"
380.063119,"C17H19O5N1S2","CHONS",1.12,0.29,0.3043,-0.1176,17,19,5,1,2,0,"unsaturated/lignin"
380.083503,"C13H19O12N1","CHON",1.46,0.92,-0.3333,0.6154,13,19,12,1,0,0,"unsaturated/lignin"
380.0986778,"C17H19O9N1","CHON",1.12,0.53,0.3043,0.1176,17,19,9,1,0,0,"unsaturated/lignin"
380.1351693,"C18H23O8N1","CHON",1.28,0.44,0.2308,-0.2222,18,23,8,1,0,0,"unsaturated/lignin"
380.1562918,"C15H27O10N1","CHON",1.8,0.67,-0.3333,-0.2667,15,27,10,1,0,0,"aliphatic"
380.16658,"C16H32O5N1S1P1","CHONSP",2,0.31,-0.3333,-1.0625,16,32,5,1,1,1,"aliphatic"
380.1714363,"C19H27O7N1","CHON",1.42,0.37,0.1724,-0.5263,19,27,7,1,0,0,"unsaturated/lignin"
380.1826048,"C18H27O6N3","CHON",1.5,0.33,0.0833,-0.3333,18,27,6,3,0,0,"aliphatic"
380.19268,"C16H31O9N1","CHON",1.94,0.56,-0.3333,-0.625,16,31,9,1,0,0,"aliphatic"
380.2053517,"C24H31O1N1S1","CHONS",1.29,0.04,0.3488,-1,24,31,1,1,1,0,"unsaturated/lignin"
380.207961,"C20H31O6N1","CHON",1.55,0.3,0.125,-0.8,20,31,6,1,0,0,"aliphatic"
380.983922,"C15H11O8S1P1","CHOSP",0.73,0.53,0.5556,0.4667,15,11,8,0,1,1,"aromatic"
380.9862857,"C22H6O5S1","CHOS",0.27,0.23,0.8919,0.2727,22,6,5,0,1,0,"condensed aromatic"
380.98652,"C11H11O13P1","CHOP",1,1.18,-0.1429,1.3636,11,11,13,0,0,1,"unsaturated/lignin"
381.0075647,"C12H18O4N2S4","CHONS",1.5,0.33,-0.75,0.3333,12,18,4,2,4,0,"aliphatic"
381.0084815,"C9H19O10S2P1","CHOSP",2.11,1.11,-7,0.5556,9,19,10,0,2,1,"aliphatic"
381.0099324,"C15H10O12","CHO",0.67,0.8,0.5556,0.9333,15,10,12,0,0,0,"aromatic"
381.013708,"C15H15O4N2S2P1","CHONSP",1,0.27,0.375,0.2,15,15,4,2,2,1,"unsaturated/lignin"
381.017462,"C10H22O7S4","CHOS",2.2,0.7,-3,0,10,22,7,0,4,0,"aliphatic"
381.022829,"C12H15O12P1","CHOP",1.25,1,-0.2,0.75,12,15,12,0,0,1,"unsaturated/lignin"
381.0251942,"C19H10O9","CHO",0.53,0.47,0.7241,0.4211,19,10,9,0,0,0,"condensed aromatic"
381.0254348,"C19H10O9","CHO",0.53,0.47,0.7241,0.4211,19,10,9,0,0,0,"condensed aromatic"
381.0439435,"C20H14O6S1","CHOS",0.7,0.3,0.625,0,20,14,6,0,1,0,"aromatic"
381.0444255,"C12H20O6N2S1P2","CHONSP",1.67,0.5,-0.75,0,12,20,6,2,1,2,"aliphatic"
381.0463298,"C16H14O11","CHO",0.88,0.69,0.4286,0.5,16,14,11,0,0,0,"unsaturated/lignin"
381.0465713,"C16H14O11","CHO",0.88,0.69,0.4286,0.5,16,14,11,0,0,0,"unsaturated/lignin"
381.047256,"C17H18O6S2","CHOS",1.06,0.35,0.3333,-0.1176,17,18,6,0,2,0,"unsaturated/lignin"
381.057542,"C15H14O10N2","CHON",0.93,0.67,0.375,0.8,15,14,10,2,0,0,"unsaturated/lignin"
381.061051,"C12H18O10N2S1","CHONS",1.5,0.83,-0.75,0.8333,12,18,10,2,1,0,"aliphatic"
381.0615867,"C20H14O8","CHO",0.7,0.4,0.625,0.1,20,14,8,0,0,0,"aromatic"
381.061785,"C20H14O8","CHO",0.7,0.4,0.625,0.1,20,14,8,0,0,0,"aromatic"
381.062225,"C12H20O8N2P2","CHONP",1.67,0.67,-0.75,0.1667,12,20,8,2,0,2,"aliphatic"
381.0650287,"C17H18O8S1","CHOS",1.06,0.47,0.3333,0,17,18,8,0,1,0,"unsaturated/lignin"
381.06744,"C13H18O13","CHO",1.38,1,-0.2308,0.6154,13,18,13,0,0,0,"unsaturated/lignin"
381.074586,"C17H19O8P1","CHOP",1.12,0.47,0.3333,-0.1765,17,19,8,0,0,1,"unsaturated/lignin"
381.080244,"C21H18O5S1","CHOS",0.86,0.24,0.5429,-0.2857,21,18,5,0,1,0,"aromatic"
381.0804835,"C21H18O5S1","CHOS",0.86,0.24,0.5429,-0.2857,21,18,5,0,1,0,"aromatic"
381.0826738,"C17H18O10","CHO",1.06,0.59,0.3333,0.1176,17,18,10,0,0,0,"unsaturated/lignin"
381.0891155,"C13H23O7N2S1P1","CHONSP",1.77,0.54,-0.6364,-0.0769,13,23,7,2,1,1,"aliphatic"
381.0939347,"C16H18O9N2","CHON",1.12,0.56,0.2632,0.375,16,18,9,2,0,0,"unsaturated/lignin"
381.095698,"C14H23O10P1","CHOP",1.64,0.71,-0.25,-0.2143,14,23,10,0,0,1,"aliphatic"
381.0979516,"C21H18O7","CHO",0.86,0.33,0.5429,-0.1905,21,18,7,0,0,0,"aromatic"
381.0982127,"C21H18O7","CHO",0.86,0.33,0.5429,-0.1905,21,18,7,0,0,0,"aromatic"
381.1014344,"C18H22O7S1","CHOS",1.22,0.39,0.2593,-0.3333,18,22,7,0,1,0,"unsaturated/lignin"
381.1038021,"C14H22O12","CHO",1.57,0.86,-0.25,0.1429,14,22,12,0,0,0,"aliphatic"
381.114274,"C15H27O7S1P1","CHOSP",1.8,0.47,-0.2632,-0.7333,15,27,7,0,1,1,"aliphatic"
381.1191012,"C18H22O9","CHO",1.22,0.5,0.2593,-0.2222,18,22,9,0,0,0,"unsaturated/lignin"
381.1220876,"C17H23O6N2P1","CHONP",1.35,0.35,0.1818,-0.2941,17,23,6,2,0,1,"unsaturated/lignin"
381.1304443,"C17H22O8N2","CHON",1.29,0.47,0.1818,0,17,22,8,2,0,0,"unsaturated/lignin"
381.1320857,"C15H27O9P1","CHOP",1.8,0.6,-0.2632,-0.6,15,27,9,0,0,1,"aliphatic"
381.1343494,"C22H22O6","CHO",1,0.27,0.4737,-0.4545,22,22,6,0,0,0,"unsaturated/lignin"
381.1377187,"C19H26O6S1","CHOS",1.37,0.32,0.2,-0.6316,19,26,6,0,1,0,"unsaturated/lignin"
381.1402498,"C15H26O11","CHO",1.73,0.73,-0.2632,-0.2667,15,26,11,0,0,0,"aliphatic"
381.140659,"C18H27O3N2S1P1","CHONSP",1.5,0.17,0.12,-0.7222,18,27,3,2,1,1,"aliphatic"
381.150619,"C16H31O6S1P1","CHOSP",1.94,0.38,-0.2727,-1.0625,16,31,6,0,1,1,"aliphatic"
381.1514377,"C14H26O10N2","CHON",1.86,0.71,-0.5714,0,14,26,10,2,0,0,"aliphatic"
381.1554745,"C19H26O8","CHO",1.37,0.42,0.2,-0.5263,19,26,8,0,0,0,"unsaturated/lignin"
381.158494,"C16H30O8S1","CHOS",1.88,0.5,-0.2727,-0.75,16,30,8,0,1,0,"aliphatic"
381.1707178,"C23H26O5","CHO",1.13,0.22,0.4146,-0.6957,23,26,5,0,0,0,"unsaturated/lignin"
381.170966,"C23H26O5","CHO",1.13,0.22,0.4146,-0.6957,23,26,5,0,0,0,"unsaturated/lignin"
381.1766049,"C16H30O10","CHO",1.88,0.62,-0.2727,-0.625,16,30,10,0,0,0,"aliphatic"
381.183657,"C20H31O5P1","CHOP",1.55,0.25,0.1515,-1.05,20,31,5,0,0,1,"aliphatic"
381.1878302,"C15H30O9N2","CHON",2,0.6,-0.5294,-0.4,15,30,9,2,0,0,"aliphatic"
381.1918587,"C20H30O7","CHO",1.5,0.35,0.1515,-0.8,20,30,7,0,0,0,"aliphatic"
381.2071811,"C24H30O4","CHO",1.25,0.17,0.3636,-0.9167,24,30,4,0,0,0,"unsaturated/lignin"
381.207402,"C24H30O4","CHO",1.25,0.17,0.3636,-0.9167,24,30,4,0,0,0,"unsaturated/lignin"
381.21306,"C17H34O9","CHO",2,0.53,-0.28,-0.9412,17,34,9,0,0,0,"aliphatic"
381.2242507,"C16H34O8N2","CHON",2.12,0.5,-0.5,-0.75,16,34,8,2,0,0,"aliphatic"
381.2282664,"C21H34O6","CHO",1.62,0.29,0.1111,-1.0476,21,34,6,0,0,0,"aliphatic"
381.2316485,"C18H38O6S1","CHOS",2.11,0.33,-0.2857,-1.3333,18,38,6,0,1,0,"aliphatic"
381.241097,"C18H39O6P1","CHOP",2.17,0.33,-0.2857,-1.5,18,39,6,0,0,1,"aliphatic"
381.2468353,"C22H38O3S1","CHOS",1.73,0.14,0.0769,-1.3636,22,38,3,0,1,0,"aliphatic"
381.249287,"C18H38O8","CHO",2.11,0.44,-0.2857,-1.2222,18,38,8,0,0,0,"aliphatic"
381.2645383,"C22H38O5","CHO",1.73,0.23,0.0769,-1.2727,22,38,5,0,0,0,"aliphatic"
381.3010606,"C23H42O4","CHO",1.83,0.17,0.0476,-1.4783,23,42,4,0,0,0,"aliphatic"
381.3374046,"C24H46O3","CHO",1.92,0.12,0.0222,-1.6667,24,46,3,0,0,0,"aliphatic"
381.3738148,"C25H50O2","CHO",2,0.08,0,-1.84,25,50,2,0,0,0,"aliphatic"
381.9841,"C17H5O10N1","CHON",0.29,0.59,0.9091,1.0588,17,5,10,1,0,0,"condensed aromatic"
382.0204953,"C18H9O9N1","CHON",0.5,0.5,0.76,0.6667,18,9,9,1,0,0,"condensed aromatic"
382.0283956,"C12H19O7N1S1P2","CHONSP",1.58,0.58,-0.5556,0,12,19,7,1,1,2,"aliphatic"
382.0332655,"C26H9O1N1S1","CHONS",0.35,0.04,0.8723,-0.0769,26,9,1,1,1,0,"condensed aromatic"
382.0415773,"C15H13O11N1","CHON",0.87,0.73,0.4118,0.8,15,13,11,1,0,0,"unsaturated/lignin"
382.041824,"C15H13O11N1","CHON",0.87,0.73,0.4118,0.8,15,13,11,1,0,0,"unsaturated/lignin"
382.04307,"C8H23O6N3S2P2","CHONSP",2.88,0.75,5,0.25,8,23,6,3,2,2,"condensed aromatic"
382.044938,"C12H17O11N1S1","CHONS",1.42,0.92,-0.5556,0.8333,12,17,11,1,1,0,"unsaturated/lignin"
382.0567784,"C19H13O8N1","CHON",0.68,0.42,0.6429,0.3158,19,13,8,1,0,0,"aromatic"
382.0569815,"C12H21O5N3S3","CHONS",1.75,0.42,-1.2857,0.3333,12,21,5,3,3,0,"aliphatic"
382.0892123,"C15H17O9N3","CHON",1.13,0.6,0.2,0.6667,15,17,9,3,0,0,"unsaturated/lignin"
382.093272,"C20H17O7N1","CHON",0.85,0.35,0.5484,0,20,17,7,1,0,0,"aromatic"
382.1143783,"C17H21O9N1","CHON",1.24,0.53,0.2174,0,17,21,9,1,0,0,"unsaturated/lignin"
382.146669,"C13H25O10N3","CHON",1.92,0.77,-1,0.3077,13,25,10,3,0,0,"aliphatic"
382.1717905,"C15H29O10N1","CHON",1.93,0.67,-0.4444,-0.4,15,29,10,1,0,0,"aliphatic"
382.208267,"C16H33O9N1","CHON",2.06,0.56,-0.4286,-0.75,16,33,9,1,0,0,"aliphatic"
382.2210731,"C24H33O1N1S1","CHONS",1.38,0.04,0.3023,-1.0833,24,33,1,1,1,0,"unsaturated/lignin"
382.332698,"C23H45O3N1","CHON",1.96,0.13,-0.0244,-1.5652,23,45,3,1,0,0,"aliphatic"
382.9599435,"C17H5O9P1","CHOP",0.29,0.53,0.913,0.7647,17,5,9,0,0,1,"condensed aromatic"
383.0020733,"C11H13O13P1","CHOP",1.18,1.18,-0.4286,1.1818,11,13,13,0,0,1,"unsaturated/lignin"
383.0044704,"C18H8O10","CHO",0.44,0.56,0.7692,0.6667,18,8,10,0,0,0,"condensed aromatic"
383.004756,"C18H8O10","CHO",0.44,0.56,0.7692,0.6667,18,8,10,0,0,0,"condensed aromatic"
383.015624,"C17H8O9N2","CHON",0.47,0.53,0.8095,0.9412,17,8,9,2,0,0,"condensed aromatic"
383.0255939,"C15H12O12","CHO",0.8,0.8,0.4444,0.8,15,12,12,0,0,0,"unsaturated/lignin"
383.038393,"C23H12O4S1","CHOS",0.52,0.17,0.75,-0.087,23,12,4,0,1,0,"condensed aromatic"
383.0408075,"C19H12O9","CHO",0.63,0.47,0.6552,0.3158,19,12,9,0,0,0,"aromatic"
383.0467057,"C12H16O14","CHO",1.33,1.17,-0.4,1,12,16,14,0,0,0,"unsaturated/lignin"
383.0619526,"C16H16O11","CHO",1,0.69,0.3333,0.375,16,16,11,0,0,0,"unsaturated/lignin"
383.0649628,"C15H17O8N2P1","CHONP",1.13,0.53,0.25,0.3333,15,17,8,2,0,1,"unsaturated/lignin"
383.0731538,"C15H16O10N2","CHON",1.07,0.67,0.25,0.6667,15,16,10,2,0,0,"unsaturated/lignin"
383.0772349,"C20H16O8","CHO",0.8,0.4,0.5625,0,20,16,8,0,0,0,"aromatic"
383.0775322,"C20H16O8","CHO",0.8,0.4,0.5625,0,20,16,8,0,0,0,"aromatic"
383.080629,"C17H20O8S1","CHOS",1.18,0.47,0.25,-0.1176,17,20,8,0,1,0,"unsaturated/lignin"
383.0830895,"C13H20O13","CHO",1.54,1,-0.3846,0.4615,13,20,13,0,0,0,"aliphatic"
383.0983692,"C17H20O10","CHO",1.18,0.59,0.25,0,17,20,10,0,0,0,"unsaturated/lignin"
383.101457,"C16H21O7N2P1","CHONP",1.31,0.44,0.1579,-0.0625,16,21,7,2,0,1,"unsaturated/lignin"
383.103704,"C23H16O4N2","CHON",0.7,0.17,0.6842,-0.087,23,16,4,2,0,0,"condensed aromatic"
383.108827,"C18H25O5S1P1","CHOSP",1.39,0.28,0.1852,-0.7222,18,25,5,0,1,1,"unsaturated/lignin"
383.1095724,"C16H20O9N2","CHON",1.25,0.56,0.1579,0.25,16,20,9,2,0,0,"unsaturated/lignin"
383.111345,"C14H25O10P1","CHOP",1.79,0.71,-0.375,-0.3571,14,25,10,0,0,1,"aliphatic"
383.113586,"C21H20O7","CHO",0.95,0.33,0.4857,-0.2857,21,20,7,0,0,0,"unsaturated/lignin"
383.113839,"C21H20O7","CHO",0.95,0.33,0.4857,-0.2857,21,20,7,0,0,0,"unsaturated/lignin"
383.116647,"C18H24O7S1","CHOS",1.33,0.39,0.1852,-0.4444,18,24,7,0,1,0,"unsaturated/lignin"
383.1194735,"C14H24O12","CHO",1.71,0.86,-0.375,0,14,24,12,0,0,0,"aliphatic"
383.126596,"C18H25O7P1","CHOP",1.39,0.39,0.1852,-0.6111,18,25,7,0,0,1,"unsaturated/lignin"
383.130725,"C13H24O11N2","CHON",1.85,0.85,-0.8182,0.3077,13,24,11,2,0,0,"aliphatic"
383.1347089,"C18H24O9","CHO",1.33,0.5,0.1852,-0.3333,18,24,9,0,0,0,"unsaturated/lignin"
383.1459387,"C17H24O8N2","CHON",1.41,0.47,0.0909,-0.1176,17,24,8,2,0,0,"unsaturated/lignin"
383.147651,"C15H29O9P1","CHOP",1.93,0.6,-0.3684,-0.7333,15,29,9,0,0,1,"aliphatic"
383.150842,"C23H28O1S2","CHOS",1.22,0.04,0.3659,-0.9565,23,28,1,0,2,0,"unsaturated/lignin"
383.1558484,"C15H28O11","CHO",1.87,0.73,-0.3684,-0.4,15,28,11,0,0,0,"aliphatic"
383.167111,"C14H28O10N2","CHON",2,0.71,-0.7143,-0.1429,14,28,10,2,0,0,"aliphatic"
383.171139,"C19H28O8","CHO",1.47,0.42,0.1333,-0.6316,19,28,8,0,0,0,"unsaturated/lignin"
383.1864117,"C23H28O5","CHO",1.22,0.22,0.3659,-0.7826,23,28,5,0,0,0,"unsaturated/lignin"
383.1922762,"C16H32O10","CHO",2,0.62,-0.3636,-0.75,16,32,10,0,0,0,"aliphatic"
383.2035161,"C15H32O9N2","CHON",2.13,0.6,-0.6471,-0.5333,15,32,9,2,0,0,"aliphatic"
383.2074923,"C20H32O7","CHO",1.6,0.35,0.0909,-0.9,20,32,7,0,0,0,"aliphatic"
383.2227405,"C24H32O4","CHO",1.33,0.17,0.3182,-1,24,32,4,0,0,0,"unsaturated/lignin"
383.2438944,"C21H36O6","CHO",1.71,0.29,0.0556,-1.1429,21,36,6,0,0,0,"aliphatic"
383.2803213,"C22H40O5","CHO",1.82,0.23,0.0256,-1.3636,22,40,5,0,0,0,"aliphatic"
383.3166643,"C23H44O4","CHO",1.91,0.17,0,-1.5652,23,44,4,0,0,0,"aliphatic"
383.335318,"C24H48O1S1","CHOS",2,0.04,-0.0222,-1.8333,24,48,1,0,1,0,"aliphatic"
383.353074,"C24H48O3","CHO",2,0.12,-0.0222,-1.75,24,48,3,0,0,0,"aliphatic"
383.895992,"C12H5O6N1S2P2","CHONSP",0.42,0.5,1,1.1667,12,5,6,1,2,2,"condensed aromatic"
384.012585,"C14H12O10N1P1","CHONP",0.86,0.71,0.4286,0.7857,14,12,10,1,0,1,"unsaturated/lignin"
384.033894,"C15H19O1N3S4","CHONS",1.27,0.07,0.0667,0,15,19,1,3,4,0,"unsaturated/lignin"
384.0360714,"C18H11O9N1","CHON",0.61,0.5,0.68,0.5556,18,11,9,1,0,0,"condensed aromatic"
384.0572228,"C15H15O11N1","CHON",1,0.73,0.2941,0.6667,15,15,11,1,0,0,"unsaturated/lignin"
384.058985,"C17H23O1N1S4","CHONS",1.35,0.06,0.1304,-0.5882,17,23,1,1,4,0,"unsaturated/lignin"
384.0724589,"C19H15O8N1","CHON",0.79,0.42,0.5714,0.2105,19,15,8,1,0,0,"aromatic"
384.0726795,"C19H15O8N1","CHON",0.79,0.42,0.5714,0.2105,19,15,8,1,0,0,"aromatic"
384.080435,"C13H25O6N1S1P2","CHONSP",1.92,0.46,-0.6667,-0.6154,13,25,6,1,1,2,"aliphatic"
384.0935463,"C16H19O10N1","CHON",1.19,0.62,0.2,0.25,16,19,10,1,0,0,"unsaturated/lignin"
384.109194,"C20H19O7N1","CHON",0.95,0.35,0.4839,-0.1,20,19,7,1,0,0,"unsaturated/lignin"
384.1511387,"C14H27O11N1","CHON",1.93,0.79,-0.6,-0.1429,14,27,11,1,0,0,"aliphatic"
384.152944,"C16H35O1N1S4","CHONS",2.19,0.06,-0.5238,-1.375,16,35,1,1,4,0,"aliphatic"
384.156589,"C20H23O5N3","CHON",1.15,0.25,0.3793,-0.2,20,23,5,3,0,0,"unsaturated/lignin"
384.162342,"C13H27O10N3","CHON",2.08,0.77,-1.2,0.1538,13,27,10,3,0,0,"aliphatic"
384.1663878,"C18H27O8N1","CHON",1.5,0.44,0.0769,-0.4444,18,27,8,1,0,0,"aliphatic"
384.171809,"C24H23O2N3","CHON",0.96,0.08,0.55,-0.4167,24,23,2,3,0,0,"aromatic"
384.1775531,"C17H27O7N3","CHON",1.59,0.41,-0.0476,-0.2353,17,27,7,3,0,0,"aliphatic"
384.187438,"C15H31O10N1","CHON",2.07,0.67,-0.5556,-0.5333,15,31,10,1,0,0,"aliphatic"
384.202766,"C19H31O7N1","CHON",1.63,0.37,0.0345,-0.7368,19,31,7,1,0,0,"aliphatic"
384.22698,"C15H36O6N3P1","CHONP",2.4,0.4,-0.875,-1,15,36,6,3,0,1,"aliphatic"
384.239184,"C20H35O6N1","CHON",1.75,0.3,0,-1,20,35,6,1,0,0,"aliphatic"
384.3118225,"C22H43O4N1","CHON",1.95,0.18,-0.0526,-1.4545,22,43,4,1,0,0,"aliphatic"
384.9837763,"C17H6O11","CHO",0.35,0.65,0.8261,0.9412,17,6,11,0,0,0,"condensed aromatic"
385.0048688,"C14H10O13","CHO",0.71,0.93,0.4667,1.1429,14,10,13,0,0,0,"unsaturated/lignin"
385.012711,"C19H15O3S2P1","CHOSP",0.79,0.16,0.5862,-0.2632,19,15,3,0,2,1,"aromatic"
385.0177923,"C11H15O13P1","CHOP",1.36,1.18,-0.7143,1,11,15,13,0,0,1,"unsaturated/lignin"
385.0200963,"C18H10O10","CHO",0.56,0.56,0.6923,0.5556,18,10,10,0,0,0,"condensed aromatic"
385.020321,"C18H10O10","CHO",0.56,0.56,0.6923,0.5556,18,10,10,0,0,0,"condensed aromatic"
385.030604,"C19H15O5S1P1","CHOSP",0.79,0.26,0.5862,-0.1579,19,15,5,0,1,1,"aromatic"
385.03886,"C19H14O7S1","CHOS",0.74,0.37,0.5862,0.1053,19,14,7,0,1,0,"aromatic"
385.0412054,"C15H14O12","CHO",0.93,0.8,0.3333,0.6667,15,14,12,0,0,0,"unsaturated/lignin"
385.042139,"C16H18O7S2","CHOS",1.12,0.44,0.2381,0,16,18,7,0,2,0,"unsaturated/lignin"
385.052418,"C14H14O11N2","CHON",1,0.79,0.2308,1,14,14,11,2,0,0,"unsaturated/lignin"
385.054045,"C23H14O4S1","CHOS",0.61,0.17,0.7,-0.1739,23,14,4,0,1,0,"condensed aromatic"
385.0564667,"C19H14O9","CHO",0.74,0.47,0.5862,0.2105,19,14,9,0,0,0,"aromatic"
385.072856,"C13H23O9S1P1","CHOSP",1.77,0.69,-0.5385,-0.2308,13,23,9,0,1,1,"aliphatic"
385.0776379,"C16H18O11","CHO",1.12,0.69,0.2381,0.25,16,18,11,0,0,0,"unsaturated/lignin"
385.0889555,"C15H18O10N2","CHON",1.2,0.67,0.125,0.5333,15,18,10,2,0,0,"unsaturated/lignin"
385.090392,"C24H18O3S1","CHOS",0.75,0.12,0.6279,-0.4167,24,18,3,0,1,0,"aromatic"
385.0928825,"C20H18O8","CHO",0.9,0.4,0.5,-0.1,20,18,8,0,0,0,"unsaturated/lignin"
385.0931757,"C20H18O8","CHO",0.9,0.4,0.5,-0.1,20,18,8,0,0,0,"unsaturated/lignin"
385.09829,"C26H14O2N2","CHON",0.54,0.08,0.7826,-0.1538,26,14,2,2,0,0,"condensed aromatic"
385.0987548,"C13H22O13","CHO",1.69,1,-0.5385,0.3077,13,22,13,0,0,0,"aliphatic"
385.1140153,"C17H22O10","CHO",1.29,0.59,0.1667,-0.1176,17,22,10,0,0,0,"unsaturated/lignin"
385.1245035,"C18H27O5S1P1","CHOSP",1.5,0.28,0.1111,-0.8333,18,27,5,0,1,1,"aliphatic"
385.125187,"C16H22O9N2","CHON",1.38,0.56,0.0526,0.125,16,22,9,2,0,0,"unsaturated/lignin"
385.126663,"C25H22O2S1","CHOS",0.88,0.08,0.5652,-0.64,25,22,2,0,1,0,"aromatic"
385.1269945,"C14H27O10P1","CHOP",1.93,0.71,-0.5,-0.5,14,27,10,0,0,1,"aliphatic"
385.1292249,"C21H22O7","CHO",1.05,0.33,0.4286,-0.381,21,22,7,0,0,0,"unsaturated/lignin"
385.129463,"C21H22O7","CHO",1.05,0.33,0.4286,-0.381,21,22,7,0,0,0,"unsaturated/lignin"
385.1325536,"C18H26O7S1","CHOS",1.44,0.39,0.1111,-0.5556,18,26,7,0,1,0,"unsaturated/lignin"
385.13468,"C27H18O1N2","CHON",0.67,0.04,0.7143,-0.3704,27,18,1,2,0,0,"condensed aromatic"
385.1351101,"C14H26O12","CHO",1.86,0.86,-0.5,-0.1429,14,26,12,0,0,0,"aliphatic"
385.135539,"C17H27O4N2S1P1","CHONSP",1.59,0.24,0,-0.6471,17,27,4,2,1,1,"aliphatic"
385.1421783,"C18H27O7P1","CHOP",1.5,0.39,0.1111,-0.7222,18,27,7,0,0,1,"aliphatic"
385.1464226,"C13H26O11N2","CHON",2,0.85,-1,0.1538,13,26,11,2,0,0,"aliphatic"
385.1503688,"C18H26O9","CHO",1.44,0.5,0.1111,-0.4444,18,26,9,0,0,0,"unsaturated/lignin"
385.161564,"C17H26O8N2","CHON",1.53,0.47,0,-0.2353,17,26,8,2,0,0,"aliphatic"
385.16897,"C19H30O6S1","CHOS",1.58,0.32,0.0667,-0.8421,19,30,6,0,1,0,"aliphatic"
385.1714964,"C15H30O11","CHO",2,0.73,-0.4737,-0.5333,15,30,11,0,0,0,"aliphatic"
385.1828272,"C14H30O10N2","CHON",2.14,0.71,-0.8571,-0.2857,14,30,10,2,0,0,"aliphatic"
385.1867853,"C19H30O8","CHO",1.58,0.42,0.0667,-0.7368,19,30,8,0,0,0,"aliphatic"
385.2015055,"C15H34O7N2S1","CHONS",2.27,0.47,-0.7647,-0.8,15,34,7,2,1,0,"aliphatic"
385.2020229,"C23H30O5","CHO",1.3,0.22,0.3171,-0.8696,23,30,5,0,0,0,"unsaturated/lignin"
385.2079123,"C16H34O10","CHO",2.12,0.62,-0.4545,-0.875,16,34,10,0,0,0,"aliphatic"
385.2231352,"C20H34O7","CHO",1.7,0.35,0.0303,-1,20,34,7,0,0,0,"aliphatic"
